,Title,Published_date,Views,Likes,Favorites,Comments,Month
393,"2020 HYUNDAI CRETA PRICE, LAUNCH AND ALL DETAILS | BETTER THAN SELTOS",2020-02-02,90531,985,0,48,Feb
394,MG MAXUS D90 IS THE 7 SEATER SUV BETTER THAN TOYOTA FORTUNER,2020-02-01,32495,422,0,27,Feb
395,2020 TATA HARRIER NEW FEATURES AND PRICE - BETTER THAN MG HECTOR,2020-01-27,154343,2078,0,181,Jan
396,2020 TOYOTA PRADO LAND CRUSIER IS JUST A FORTUNER | TOYOTA PRADO INDIA,2020-01-25,75370,1058,0,95,Jan
397,2020 HONDA CITY INDIA LAUNCH REVIEW - BETTER THAN 2020 VERNA,2020-01-24,155007,2091,0,73,Jan
398,TOYOTA LAND CRUISER SUV INDIA REVIEW - MORE RUGGED THAN RANGE ROVER,2020-01-23,95954,1999,0,91,Jan
399,"2020 TATA NEXON BS6 SUV INDIA LAUNCH, PRICE AND FEATURES | 2020 nexon",2020-01-16,38476,686,0,43,Jan
400,SKODA KAROQ KIA SELTOS RIVAL SUV INDIA LAUNCH DETAILS | BETTER THAN 2020 CRETA,2020-01-15,102857,1691,0,90,Jan
401,KIA CARNIVAL VS TOYOTA INNOVA COMPARISON | BEST 7 SEATER CARS OF INDIA,2020-01-14,46529,715,0,122,Jan
402,7 THINGS TO KNOW ABOUT 2020 MAHINDRA SCORPIO | scorpio 2020,2020-01-13,96489,1221,0,55,Jan
403,MG RS3 WILL BE THE KIA SELTOS AND CRETA RIVAL FROM MG UNDER RS 8 LAKHS,2020-01-11,43406,680,0,30,Jan
404,"5 NEW TOYOTA CARS COMING TO INDIA IN 2020 | 2020 FORTUNER, RUSH, CHR AND MORE",2020-01-10,327561,3563,0,265,Jan
405,MITSUBISHI XPANDER ERTIGA RIVAL LAUNCH IN INDIA IN 2020 | BEST MPV CAR OF INDIA,2020-01-08,57177,1268,0,63,Jan
406,"2020 NEW FORD ECOSPORT LAUNCH, PRICE AND ALL DETAILS | BEST COMPACT SUV",2020-01-07,457427,4386,0,179,Jan
407,6 NEW CARS FROM GREAT WALL MOTORS AND HAVAL LAUNCHING IN INDIA | GWM INDIA LAUNCH,2020-01-06,65922,1113,0,88,Jan
408,5 BEST 7 SEATER CARS IN INDIA 2020 | BEST 7 SEATER CARS UNDER RS 30 LAKHS,2020-01-05,192821,1931,0,126,Jan
409,7 NEW 7 SEATER SUV CARS LAUNCHING IN 2020 AT AUTO EXPO 2020,2020-01-04,78800,1058,0,58,Jan
410,6 NEW SUV CARS COMING IN 2020 AT AUTO EXPO 2020,2020-01-03,132025,1312,0,66,Jan
411,"2020 MARUTI ERTIGA SPORT INDIA LAUNCH, PRICE AND REVIEW | BEST VERSION OF ERTIGA",2020-01-02,1196621,16518,0,253,Jan
412,"Mitsubishi Pajero Sport India Launch, price and all details | BEST FORTUNER RIVAL",2020-01-01,159232,1785,0,71,Jan
413,"New 6 SEATER MG HECTOR SUV full details - pricing, launch and all features",2019-12-30,53312,705,0,23,Dec
414,5 NEW COMPACT SUV CARS LAUNCHING IN 2020 IN INDIA | SUB 4 METRE COMPACT SUV CARS COMING TO INDIA,2019-12-29,131175,910,0,46,Dec
415,5 BEST VALUE FOR MONEY CARS UNDER RS 15 LAKHS ON-ROAD | PAISA WASOOL CARS,2019-12-28,636150,6436,0,348,Dec
416,"2020 MARUTI VITARA BREZZA OFFICIAL LOOKS, LAUNCH AND ALL DETAILS | BETTER LOOKING THAN BEFORE",2019-12-27,92536,653,0,26,Dec
417,"2020 TOYOTA INNOVA CRYSTA CHANGES, PRICE AND ALL DETAILS | 2020 INNOVA",2019-12-26,91873,616,0,33,Dec
418,PEUGEOT 3008 INDIA REVIEW AND LAUNCH - FRENCH SUV CAR TO RIVAL MG HECTOR,2019-12-20,25676,541,0,47,Dec
419,4 BEST TOYOTA SUV CARS FOR INDIA | TOYOTA KI IN GADIYO KO INDIA MEIN LAO,2019-12-16,164760,2087,0,44,Dec
420,"2020 TOYOTA FORTUNER SUV NEW FEATURES, PRICE AND OTHER DETAILS | NEW FORTUNER 2020",2019-12-15,685093,10893,0,276,Dec
421,"2020 FORD EXPLORER INDIA REVIEW - LAUNCH, PRICE, FEATURES | FORD 7 seater SUV 2020",2019-12-14,103423,1066,0,60,Dec
422,"2020 MAHINDRA SCORPIO LAUNCH, FEATURES, PRICE AND ALL DETAILS | SCORPIO 2020",2019-12-12,131737,2247,0,154,Dec
423,"7 NEW HYUNDAI CARS LAUNCHING IN INDIA IN 2020 | 2020 I20, VERNA, CRETA",2019-12-11,219484,2023,0,84,Dec
424,2020 TOYOTA HIGHLANDER IS THE BEST 7 SEATER SUV FOR INDIA | TOYOTA HIGHLANDER INDIA,2019-12-10,45403,656,0,44,Dec
425,10 NEW SUV CARS UNDER RS 20 LAKHS LAUNCHING IN INDIA IN 2020 | NEW CARS LAUNCHING IN 2020,2019-12-07,58523,551,0,38,Dec
426,KIA TELLURIDE INDIA LAUNCH AND PRICE DETAILS | BIGGEST AND BEST KIA SUV,2019-12-02,53702,679,0,52,Dec
427,2020 VOLKSWAGEN T-ROC WILL BE 2020 CRETA RIVAL WITH BEST FEATURES,2019-11-30,22802,282,0,10,Nov
428,8 NEW INDIAN SUVS LAUNCHING IN 2020 IN INDIA | NEW SUVS COMING IN 2020,2019-11-29,70048,517,0,19,Nov
429,JEEP GRAND COMMANDER IS THE 7 SEATER SUV FROM JEEP | JEEP COMMANDER INDIA,2019-11-22,75629,852,0,25,Nov
430,MAHINDRA XUV400 WILL BE A KIA SELTOS RIVAL FROM MAHINDRA | MAHINDRA MID SIZE SUV,2019-11-20,51288,738,0,46,Nov
431,6 NEW 7 SEATER CARS LAUNCHING IN INDIA IN 2020 | NEW 7 SEATERS CARS COMING TO INDIA,2019-11-19,419162,2989,0,149,Nov
432,JEEP RENEGADE COMPACT SUV WILL COMPETE WITH THE HYUNDAI VENUE | JEEP RENEGADE INDIA LAUNCH,2019-11-18,27064,381,0,43,Nov
433,MG MAXUS D90 7 SEATER SUV IS THE NEW FORTUNER RIVAL| Mg D90 SUV,2019-11-17,47319,306,0,23,Nov
434,4 NEW KIA CARS LAUNCHING IN INDIA IN 2020 | new Kia Cars coming in India,2019-11-16,62177,477,0,18,Nov
435,5 BEST VALUE FOR MONEY SUV CARS OF INDIA | BEST SUVS IN INDIA,2019-11-14,820810,7084,0,547,Nov
436,2020 MAHINDRA THAR WILL BE THE BEST 4X4 SUV OF INDIA | 2020 THAR,2019-11-13,55581,422,0,32,Nov
437,"CADILLAC ESCALADE INDIA REVIEW, PRICE AND ALL FEATURES | THE BIG SUV",2019-11-11,77588,1915,0,97,Nov
438,MARUTI VITARA WILL BE A NEW KIA SELTOS RIVAL | SUZUKI VITARA INDIA LAUNCH,2019-11-10,29281,371,0,18,Nov
439,"5 NEW TATA CARS LAUNCHING IN INDIA IN 2020 | ALTROZ, HORNBILL, 2020 NEXON",2019-11-08,94423,828,0,53,Nov
440,SKODA KAMIQ WILL BE THE NEW KIA SELTOS RIVAL FROM SKODA | SKODA KAMIQ INDIA,2019-11-07,33387,431,0,50,Nov
441,7 NEW SUV CARS LAUNCHING IN INDIA IN 2020 | NEW CARS LAUNCHING IN 2020,2019-11-06,355363,2270,0,95,Nov
442,2020 TOYOTA RAIZE OFFICIAL DETAILS | TOYOTA RAIZE COMPACT SUV,2019-11-05,122206,926,0,49,Nov
443,"5 NEW HATCHBACK CARS LAUNCHING IN 2020 | ALTROZ, NEW I20, XL5 ETC",2019-11-03,78091,424,0,42,Nov
444,TOYOTA RAIZE IS THE NEW HYUNDAI VENUE RIVAL FROM TOYOTA | TOYOTA COMPACT SUV,2019-11-02,40007,198,0,17,Nov
445,2020 KIA MOHAVE IS THE BEST AND THE BIGGEST KIA SUV | KIA MOHAVE DETAILS,2019-11-01,52668,670,0,29,Nov
446,TOYOTA RUSH IS THE BEST TOYOTA FOR INDIA | TOYOTA RUSH INDIA,2019-10-31,155262,1969,0,153,Oct
447,HAVAL H6 IS THE NEW MG HECTOR RIVAL LAUNCHING IN INDIA | HAVAL H6 INDIA,2019-10-30,37332,391,0,54,Oct
448,TOYOTA RAV4 MID SIZE SUV IS THE BEST MG HECTOR RIVAL | TOYOTA 5 SEATER SUV,2019-10-29,432293,3548,0,72,Oct
449,"KIA RIO COMPACT HATCHBACK INDIA LAUNCH, PRICE AND ALL DETAILS",2019-10-28,31349,317,0,20,Oct
450,"2020 HYUNDAI TUCSON LAUNCH, PRICE AND ALL FEATURES | 2020 Tucson",2019-10-26,52892,419,0,28,Oct
451,TOYOTA ROCKY - VENUE AND BREZZA RIVAL INDIA LAUNCH AND ALL DETAILS | TOYOTA COMPACT SUV,2019-10-25,57444,394,0,35,Oct
452,2020 HYUNDAI VERNA ALL FEATURES AND LAUNCH DETAILS | 2020 verna,2019-10-24,93050,628,0,66,Oct
453,4 NEW MARUTI SUZUKI CARS LAUNCHING IN 2020 | 2020 maruti cars,2019-10-23,121511,721,0,42,Oct
454,2020 HYUNDAI CRETA VS KIA SELTOS - FULL COMPARISON,2019-10-22,80065,667,0,132,Oct
455,KIA STONIC - KIA'S VENUE AND XUV300 RIVAL INDIA LAUNCH AND ALL DETAILS | KIA QYI,2019-10-21,47618,442,0,46,Oct
456,4 NEW MG CARS LAUNCHING IN INDIA IN 2020,2019-10-20,124023,971,0,50,Oct
457,5 NEW MAHINDRA SUV CARS LAUNCHING IN 2020,2019-10-18,337563,3212,0,142,Oct
458,7 NEW CARS LAUNCHING IN INDIA IN 2020 | new cars launching in 2020,2019-10-17,89739,595,0,32,Oct
459,"CITROEN DS7 CROSSBACK INDIA REVIEW, LAUNCH, FEATURES AND ALL DETAILS",2019-10-16,37166,586,0,42,Oct
460,"KIA SORENTO INDIA LAUNCH, PRICE AND ALL SPECS | KIA 7 SEATER SUV INDIA LAUNCH",2019-10-13,42982,369,0,28,Oct
461,5 NEW HYUNDAI CARS LAUNCHING IN INDIA IN 2020,2019-10-12,143790,1117,0,104,Oct
462,"NEW 2020 HYUNDAI I20 LAUNCH DATE, CHANGES AND ALL NEW FEATURES | 2020 i20",2019-10-11,141507,970,0,35,Oct
463,2020 MAHINDRA THAR LAUNCH IN INDIA AND ALL FEATURES | 2020 Thar,2019-10-10,47987,306,0,23,Oct
464,"NEW 2020 HYUNDAI CRETA FULL INTERIOR AND EXTERIOR LOOKS , LAUNCH IN INDIA, PRICE AND ALL FEATURES",2019-10-09,22036,247,0,24,Oct
465,"2020 NEW MARUTI VITARA BREZZA PETROL LAUNCH, PRICE AND ALL CHANGES | Brezza Petrol details",2019-10-07,149803,1190,0,51,Oct
466,"MAHINDRA XUV400 - 7 SEATER XUV300 PRICE, LAUNCH AND ALL DETAILS",2019-10-05,39967,498,0,24,Oct
467,2020 HONDA CITY LAUNCH AND ALL DETAILS | HONDA CITY 2020,2019-10-03,157079,1229,0,79,Oct
468,"4 NEW MAHINDRA SUV CARS LAUNCHING IN 2020 | 2020 Scorpio , XUV500 , Bolero",2019-10-01,53437,703,0,74,Oct
469,"7 OR 6 SEATER MG HECTOR LAUNCHING IN INDIA - LAUNCH DATE , CHANGES, AND ALL DETAILS",2019-09-27,27550,274,0,17,Sep
470,MAHINDRA SCORPIO VS HYUNDAI CRETA - BEST SUV CARS OF INDIA,2019-09-25,32708,404,0,111,Sep
471,2020 MAHINDRA BOLERO CHANGES AND ALL DETAILS | Bolero 2020,2019-09-24,124499,1304,0,43,Sep
472,MAHINDRA XUV400 - 7 SEATER XUV300 INDIA LAUNCH AND ALL DETAILS,2019-09-23,793516,7449,0,146,Sep
473,MAHINDRA THAR VS SUZUKI JIMNY - BUDGET OFFROADERS,2019-09-18,29908,351,0,39,Sep
474,2020 NEW MAHINDRA THAR LAUNCH AND ALL CHANGES | 2020 THAR,2019-09-17,99929,751,0,28,Sep
475,VOLKSWAGEN T-CROSS NEW SELTOS AND CRETA RIVAL INDIA LAUNCH AND ALL DETAILS | T-cross India Launch,2019-09-16,42039,423,0,32,Sep
476,HYUNDAI PALISADE INDIA LAUNCH DETAILS | HYUNDAI PALISADE INDIA,2019-09-15,52485,1007,0,71,Sep
477,"2020 HYUNDAI SANTA FE INDIA - LAUNCH, PRICE AND ALL FEATURES | 2020 HYUNDAI SANTAFE INDIA REVIEW",2019-09-14,88404,859,0,27,Sep
478,TATA BLACKBIRD - SELTOS AND CRETA RIVAL INDIA LAUNCH AND ALL FEATURES,2019-09-12,49339,455,0,29,Sep
479,"KIA CARNIVAL INDIA LAUNCH PRICE , FEATURES AND ALL DETAILS | Kia Carnival India",2019-09-11,28554,186,0,5,Sep
480,3 REASONS TO BUY KIA SELTOS GTX+ AUTO VARIANT | Kia Seltos GTX Plus Automatic,2019-09-09,61125,421,0,29,Sep
481,2020 MAHINDRA SCORPIO DETAILS AND WHY ITS INDIA'S MOST ICONIC CAR | 2020 Mahindra Scorpio,2019-09-08,143256,1659,0,82,Sep
482,"2020 MAHINDRA THAR LAUNCH, CHANGES AND PRICE | 2020 Mahindra Thar",2019-09-07,1448438,10092,0,321,Sep
483,"2020 HYUNDAI CRETA LAUNCH IN INDIA, PRICE AND FIRST LOOK | 2020 Hyundai Creta",2019-09-06,165938,1149,0,53,Sep
484,"2020 HYUNDAI VERNA INDIA LAUNCH - NEW LOOKS , PRICE AND FEATURES | 2020 Hyundai Verna",2019-09-05,146030,1091,0,73,Sep
485,"HYUNDAI I30 INDIA LAUNCH - PRICE IN INDIA , FEATURES AND ALL DETAILS | I30 INDIA",2019-09-04,232066,1905,0,75,Sep
486,"2020 MAHINDRA XUV500 LAUNCH DATE, LOOKS, PRICING AND OTHER DETAILS | SSANGYONG KORANDO INDIA LAUNCH",2019-09-02,221276,1716,0,57,Sep
487,"TOYOTA ERTIGA INDIA LAUNCH -TOYOTA AVANZA VELOZ PRICE IN INDIA, FEATURES AND ALL DETAILS",2019-09-01,51194,545,0,16,Sep
488,2020 NEW MAHINDRA SCORPIO LAUNCH DATE AND ALL DETAILS | Scorpio 2020,2019-08-31,1062346,7042,0,189,Aug
489,KIA SELTOS HTE Base Variant full Exterior and Interior Walkaround | SELTOS BASE VARIANT,2019-08-25,46900,282,0,20,Aug
490,KIA SELTOS VS MG HECTOR - OFFICIAL COMPARISON | SELTOS VS HECTOR FULL COMPARISON,2019-08-23,19984,113,0,16,Aug
491,KIA SELTOS OFFICIAL LAUNCH PRICE IN INDIA | KIA SELTOS VARIANT PRICING,2019-08-22,30458,279,0,38,Aug
492,"TOYOTA C-HR 2019 INDIA - LAUNCH DATE, PRICING, HYBRID AND ALL DETAILS",2019-08-17,126994,1498,0,38,Aug
493,"2019 SUZUKI JIMNY GYPSY INDIA LAUNCH - PRICE, FEATURES, LAUNCH DATE AND ALL DETAILS",2019-08-13,90229,848,0,35,Aug
494,MARUTI ERTIGA VS TOYOTA ERTIGA VELOZ - FULL COMPARISON,2019-08-12,168859,1627,0,72,Aug
495,"4 NEW MARUTI SUZUKI CARS LAUNCHING IN INDIA IN 2019-2020 | VITARA, XL6, S PRESSO, WAGON-R EV LAUNCH",2019-08-10,142055,1041,0,46,Aug
496,MAHINDRA SCORPIO VS TOYOTA FORTUNER - FULL COMPARISON,2019-08-05,228640,3575,0,443,Aug
497,"2020 NEW MAHINDRA SCORPIO INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-08-04,235949,1707,0,62,Aug
498,"2019 MARUTI SUZUKI ERTIGA XL6 PRICE, FEATURES, STYLING AND ALL SPECIFICATIONS",2019-08-03,42880,248,0,11,Aug
499,"7 SEATER HYUNDAI CRETA INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-08-01,110552,539,0,18,Aug
500,KIA SELTOS MILEAGE DETAILS AND COMPARISON WITH HYUNDAI CRETA,2019-07-28,30696,218,0,12,Jul
501,5 BEST PAISA VASOOL / VALUE FOR MONEY SUV CARS IN INDIA 2019 UNDER 15 LAKH,2019-07-27,92450,545,0,47,Jul
502,KIA SELTOS BASE VARIANT FEATURE DETAILS AND PRICE - 10 LAKH MEIN PAISA WASOOL,2019-07-26,114724,567,0,55,Jul
503,MG HECTOR VS TOYOTA FORTUNER - FULL COMPARISON,2019-07-26,71917,970,0,63,Jul
504,"KIA SELTOS EVERY VARIANT PRICING, FEATURES, ENGINES EXPLAINED - BUY THE GTX",2019-07-24,23434,202,0,25,Jul
505,"KIA TELLURIDE INDIA LAUNCH , PRICING , FEATURES AND ALL DETAILS - THE KIA WE WANT",2019-07-23,181522,1904,0,66,Jul
506,THIS IS WHY KIA SELTOS IS TOTALLY WORTH RS 15 LAKHS,2019-07-22,16042,180,0,17,Jul
507,"HYUNDAI PALISADE INDIA - LAUNCH, PRICING, FEATURES AND ALL DETAILS | BIGGEST SUV FROM HYUNDAI",2019-07-20,470433,3809,0,141,Jul
508,"2020 HYUNDAI VERNA - SPY SHOTS, LAUNCH IN INDIA, CHANGES, PRICING AND ALL DETAILS",2019-07-19,71555,436,0,32,Jul
509,"KIA SELTOS FIRST REVIEW - ALL DETAILS OF PRICE, ENGINES, FEATURES, VARIANTS etc",2019-07-17,29962,203,0,24,Jul
510,MG HECTOR 7 SEATER INDIA LAUNCH AND ALL DETAILS,2019-07-16,94992,892,0,25,Jul
511,"2020 TOYOTA COROLLA - INDIA LAUNCH, PRICE, FEATURES AND ALL DETAILS | TOYOTA COROLLA INDIA",2019-07-13,57970,542,0,33,Jul
512,"2019 MARUTI SUZUKI VITARA OFFICIAL INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-07-12,24914,299,0,20,Jul
513,"TOYOTA AVANZA VELOZ OFFICIAL INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS | TOYOTA ERTIGA",2019-07-11,316891,2648,0,81,Jul
514,"2019 MARUTI VITARA BREZZA PETROL OFFICIAL LAUNCH DATE, PRICE, FEATURES AND ALL DETAILS",2019-07-09,111204,868,0,31,Jul
515,"HYUNDAI KONA INDIA - INDIA'S FIRST FULLY ELECTRIC SUV PRICE, FEATURES, LAUNCH AND ALL DETAILS",2019-07-06,21470,204,0,22,Jul
516,KIA SELTOS OFFICIAL WALKAROUND AND ALL DETAILS,2019-07-05,36442,279,0,18,Jul
517,KIA SELTOS OFFICIAL INTERIOR AND EXTERIOR WALKAROUND,2019-07-04,139242,899,0,40,Jul
518,"2020 RENAULT CAPTUR - Rs 9 LAKHS SUV PRICE, FEATURES, AND ALL DETAILS",2019-07-04,34572,389,0,19,Jul
519,"KIA RIO INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS. Rs 5 LAKH CAR",2019-07-03,74899,629,0,29,Jul
520,"2019 RENAULT DUSTER INDIA LAUNCH, PRICING, NEW FEATURES AND ALL DETAILS",2019-07-02,22005,182,0,6,Jul
521,"KIA SELTOS PRICE IN INDIA LESS THAN RS 10 LAKHS, HERE'S WHY",2019-07-01,39613,388,0,25,Jul
522,KIA SELTOS FULL INTERIOR WALKAROUND,2019-06-30,55747,361,0,42,Jun
523,"FORD PUMA INDIA REVIEW, PRCING, LAUNCH DATE AND ALL DETAILS",2019-06-29,46840,443,0,26,Jun
524,"KIA XCEED INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-28,130524,1374,0,37,Jun
525,"KIA SELTOS OFFICIAL PRICE, SIZE, ENGINES AND ALL DETAILS",2019-06-25,73981,447,0,22,Jun
526,KIA SELTOS VS TATA HARRIER - FULL COMPARISON,2019-06-24,48458,328,0,54,Jun
527,TOP 4 REASONS TO BUY KIA SELTOS,2019-06-23,38586,274,0,12,Jun
528,KIA SELTOS VS MG HECTOR - FULL COMPARISON,2019-06-22,37562,277,0,58,Jun
529,5 NEW CARS KIA CARS LAUNCHING IN INDIA IN 2019-2020,2019-06-21,427158,2905,0,148,Jun
530,KIA SELTOS VS HYUNDAI CRETA - FULL COMPARISON,2019-06-21,108009,686,0,75,Jun
531,"KIA SELTOS PRICING, LAUNCH DATE, FEATURES AND ALL DETAILS",2019-06-20,15868,169,0,12,Jun
532,"KIA SELTOS OFFICIAL PRICE, LAUNCH, FEATURES AND ALL DETAILS",2019-06-20,49327,331,0,16,Jun
533,"RENAULT TRIBER OFFICIAL PRICING, LAUNCH, FEATURES AND ALL DETAILS",2019-06-19,20992,275,0,21,Jun
534,BEST SUV CARS UNDER ₹ 20 LAKHS,2019-06-18,89289,985,0,72,Jun
535,3 REASONS TO BUY RENAULT TRIBER,2019-06-17,27383,206,0,25,Jun
536,"KIA SELTOS PRICING, LAUNCH, FEATURES, STYLING AND ALL DETAILS",2019-06-16,184835,1002,0,48,Jun
537,"2020 HONDA CITY INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-15,41616,236,0,12,Jun
538,TOP 4 MID-SIZED SUV IN INDIA UNDER RS 10 LAKHS,2019-06-14,86655,560,0,51,Jun
539,"2019 MARUTI ERTIGA SPORT INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-13,59165,388,0,16,Jun
540,"2019 RENAULT DUSTER INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-11,46077,463,0,32,Jun
541,"KIA SELTOS/SP2I INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-06-07,71807,453,0,20,Jun
542,4 CARS OFFICIALLY LAUNCHING IN INDIA IN JUNE 2019,2019-06-06,24335,178,0,14,Jun
543,MG HECTOR VS KIA SELTOS/SP2I - FULL DETAILED COMPARISON,2019-06-03,51014,367,0,71,Jun
544,"TOYOTA GLANZA INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-02,72601,320,0,30,Jun
545,"MG HECTOR OFFICIAL BOOKING, PRICING, FEATURES AND ALL DETAILS",2019-06-01,42433,254,0,21,Jun
546,"KIA SELTOS/SP2I - LEAKED IMAGES, LAUNCH DATE AND ALL DETAILS",2019-05-30,52265,283,0,17,May
547,"HONDA HRV INDIA OFFICIAL LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-05-28,25407,168,0,14,May
548,TOP 12 CARS OFFICIALLY LAUNCHING IN INDIA IN 2019,2019-05-27,96866,543,0,19,May
549,4 REASONS TO BUY HYUNDAI VENUE OVER MAHINDRA XUV300 | VENUE VS XUV300,2019-05-26,22259,123,0,43,May
550,"RENAULT TRIBER INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-05-24,198290,1436,0,61,May
551,"KIA TUSKER/SP2I INDIA - PRICING, FEATURES AND ALL DETAILS",2019-05-23,30800,196,0,18,May
552,HYUNDAI VENUE VS CRETA OFFICIAL COMPARISON | MAIN DIFFERENCES BETWEEN HYUNDAI VENUE AND CRETA,2019-05-21,76622,428,0,59,May
553,"HYUNDAI VENUE OFFICIAL LAUNCH, PRICING, MILEAGE AND ALL DETAILS",2019-05-21,27419,209,0,14,May
554,HYUNDAI VENUE LEAKED PRICING AND ALL FEATURE DETAILS,2019-05-18,20083,156,0,19,May
555,TOYOTA FORTUNER VS RANGE ROVER EVOQUE - WHICH ONE DO YOU LIKE?,2019-05-18,382669,10366,0,1289,May
556,4 REASONS TO BUY HYUNDAI VENUE OVER CRETA,2019-05-13,70507,376,0,37,May
557,"TESLA CARS INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-05-12,41525,641,0,44,May
558,BEST SUV CARS LAUNCHING IN 2019 UNDER Rs 20 LAKHS,2019-05-10,15148,110,0,23,May
559,MG HECTOR VS JEEP COMPASS - FULL COMPARISON,2019-05-09,32843,190,0,31,May
560,"MG HECTOR OFFICIAL FEATURES, PRICING AND ALL DETAILS",2019-05-08,102874,747,0,36,May
561,HYUNDAI VENUE VS MAHINDRA XUV300 - FULL COMPARISON,2019-05-07,26545,142,0,37,May
562,"KIA GRAND CARNIVAL/SEDONA INDIA LAUNCH, PRICE, FEATURES AND ALL DETAILS",2019-05-06,50794,469,0,30,May
563,"JEEP GRAND COMMANDER INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-05-03,59480,658,0,15,May
564,"HYUNDAI VENUE BOOKING, VARIANTS, PRICING AND ALL DETAILS",2019-05-02,81301,356,0,26,May
565,"TATA BUZZARD/HARRIER 7 SEATER LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-05-01,17246,162,0,7,May
566,HYUNDAI VENUE FULL INTERIOR WALKAROUND,2019-04-29,147039,896,0,55,Apr
567,4 REASONS TO BUY MG HECTOR,2019-04-27,62322,405,0,45,Apr
568,"TOYOTA RUSH OFFICIAL LAUNCH DATE IN INDIA, PRICING, FEATURES AND ALL DETAILS",2019-04-26,271138,2431,0,114,Apr
569,4 REASONS WHY YOU SHOULD BUY THE HYUNDAI VENUE,2019-04-23,37000,265,0,20,Apr
570,"HYUNDAI SONATA INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-04-22,377239,4332,0,179,Apr
571,5 BEST FEATURES OF THE MG HECTOR,2019-04-21,144733,1058,0,74,Apr
572,HYUNDAI VENUE VS CRETA - FULL COMPARISON,2019-04-19,60705,273,0,45,Apr
573,HYUNDAI VENUE VS FORD ECOSPORT - FULL COMPARSON,2019-04-19,32996,150,0,55,Apr
574,HYUNDAI VENUE VS MAHINDRA XUV300 - FULL COMPARISON,2019-04-18,29513,180,0,32,Apr
575,"HYUNDAI VENUE PRICING, LAUNCH DATE, FEATURES AND ALL DETAILS",2019-04-17,627359,3132,0,96,Apr
576,HYUNDAI VENUE FIRST LOOK !!,2019-04-17,19243,102,0,2,Apr
577,"RENAULT KWID EV/ K-ZE INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-17,27404,373,0,26,Apr
578,"2020 HYUNDAI CRETA - INDIA LAUNCH, FEATURES, PRICING AND ALL DETAILS",2019-04-16,44714,242,0,15,Apr
579,"2019 MARUTI VITARA INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-04-15,135744,695,0,35,Apr
580,"VOLKSWAGEN T-ROC INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-04-14,36749,356,0,27,Apr
581,"2019 TOYOTA RAV4 INDIA REVIEW, LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-12,53516,438,0,28,Apr
582,"2020 FORD ESCAPE INDIA REVIEW, LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-11,22083,265,0,21,Apr
583,"JEEP RENEGADE INDIA - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-10,88027,837,0,58,Apr
584,MG HECTOR VS HYUNDAI CRETA - FULL COMPARISON,2019-04-09,17637,122,0,19,Apr
585,"SECOND HAND RANGE ROVER, AUDI, BMW FOR SALE | USED LUXURY CAR MARKET IN DELHI",2019-04-08,23365,281,0,15,Apr
586,"2020 HONDA CITY - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-07,143412,653,0,54,Apr
587,MAHINDRA THAR VS JEEP WRANGLER - REAL COMPARISON,2019-04-06,126127,1327,0,178,Apr
588,"HYUNDAI VENUE - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-05,43429,173,0,11,Apr
589,"CITROEN C5 AIRCROSS INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-04,16475,230,0,14,Apr
590,"MG HECTOR - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-03,96582,471,0,48,Apr
591,"MG HECTOR - LAUNCH DATE, NEW FEATURES AND ALL DETAILS",2019-04-02,28834,129,0,8,Apr
592,"2019 MARUTI JIMNY/GYPSY INDIA REVIEW, LAUNCH DATE AND ALL DETAILS",2019-04-02,19780,169,0,26,Apr
